TXN_DATE_TIME,TRANSACTION_ID,CUSTOMER_ID,POLICY_NUMBER,POLICY_EFF_DT,LOSS_DT,REPORT_DT,INSURANCE_TYPE,PREMIUM_AMOUNT,CLAIM_AMOUNT,CUSTOMER_NAME,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,POSTAL_CODE,SSN,MARITAL_STATUS,AGE,TENURE,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,ROUTING_NUMBER,ACCT_NUMBER,CUSTOMER_EDUCATION_LEVEL,CLAIM_STATUS,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,AGENT_ID,VENDOR_ID
03-06-2020 0.00,TXN00000074,A00006847,PLC00009501,14-10-2016,01-06-2020,01-06-2020,Mobile,6.15,300,Susan Petersen,7564 Moore Court,,Arvada,CO,80005,799-30-1508,Y,60,81,Y,3,M,Mortgage,LI,100635032,SCFN69376731252147,College,A,Total Loss,Ambulance,0,1,AL,Montgomery,9,AGENT00315,VNDR00056
03-06-2020 0.00,TXN00000075,A00005205,PLC00009466,29-10-2018,14-05-2020,19-05-2020,Life,78.34,52000,Anthony Girard,122 40th Avenue North,,Nashville,TN,37209,272-52-4093,Y,60,55,Y,4,L,Own,MI,68979872,KWVC21025851627676,Bachelor,A,Minor Loss,Ambulance,1,0,CO,Telluride,17,AGENT00561,
03-06-2020 0.00,TXN00000076,A00009078,PLC00001505,15-08-2014,17-05-2020,22-05-2020,Life,67.88,59000,Eileen Svoboda,201 Lee Boulevard,,Savannah,GA,31405,419-57-7880,Y,50,34,Y,4,H,Own,HI,13266284,LPRW62498784186262,Bachelor,A,Major Loss,Ambulance,1,1,CO,Wheat Ridge,19,AGENT00935,VNDR00521
03-06-2020 0.00,TXN00000077,A00000804,PLC00006719,09-07-2011,14-05-2020,19-05-2020,Life,68.72,60000,William Zeigler,1907 18th Avenue South,,Nashville,TN,37212,712-50-7492,Y,32,85,Y,7,H,Rent,MI,57251080,OKLJ47377309574939,High School,A,Major Loss,None,1,1,CA,Livermore,5,AGENT00210,VNDR00488
03-06-2020 0.00,TXN00000078,A00004234,PLC00005127,05-06-2017,27-05-2020,29-05-2020,Life,86.31,39000,James Hodges,6244 Sun River Drive,,Sacramento,CA,95824,617-93-2552,N,42,54,Y,7,M,Mortgage,HI,48042266,OIRL83198441679063,Bachelor,A,Major Loss,Ambulance,1,0,AR,Fayetteville,17,AGENT00283,
03-06-2020 0.00,TXN00000079,A00002003,PLC00004274,26-08-2013,22-05-2020,27-05-2020,Motor,100.14,7000,Carlos Montello,11 Adams Street,,Arlington,MA,2474,272-67-3130,Y,33,36,Y,6,L,Mortgage,MI,70808151,AQSW31408853293828,High School,A,Major Loss,Police,1,1,CA,Oakland,15,AGENT00094,
03-06-2020 0.00,TXN00000080,A00000193,PLC00000742,28-07-2018,02-06-2020,02-06-2020,Travel,81.79,4000,Gary Enciso,6029 Wright Street,,Arvada,CO,80004,146-19-8530,N,63,43,N,3,M,Rent,HI,91528834,SVZH06416802060236,MD,A,Major Loss,Ambulance,1,0,AR,Fayetteville,4,AGENT00680,
03-06-2020 0.00,TXN00000081,A00009864,PLC00003666,05-11-2011,24-05-2020,27-05-2020,Life,88.05,79000,Melva Ramirez,1601 East 19th Street,,Edmond,OK,73013,534-60-3358,Y,36,42,Y,5,M,Rent,MI,84698742,VMBU84247946324312,High School,A,Minor Loss,Ambulance,1,0,GA,Savannah,21,AGENT00319,
03-06-2020 0.00,TXN00000082,A00003565,PLC00003125,12-11-2013,18-05-2020,23-05-2020,Travel,89.36,2000,Richard Lavalle,25 Cliffside Drive,D,Manchester,CT,6042,548-31-5757,Y,36,29,Y,3,L,Mortgage,MI,29202766,PIUV90926355381873,MD,A,Major Loss,Ambulance,0,0,GA,Savannah,10,AGENT00630,VNDR00287
03-06-2020 0.00,TXN00000083,A00006009,PLC00000069,05-02-2016,31-05-2020,31-05-2020,Life,95.04,14000,Marion Talley,1742 Allerford Drive,,Hanover,MD,21076,541-76-7031,Y,35,39,Y,6,L,Mortgage,MI,100109432,NTOW28603891064553,Bachelor,A,Minor Loss,Ambulance,0,1,AK,Anchorage,10,AGENT00559,VNDR00466
03-06-2020 0.00,TXN00000084,A00000670,PLC00003987,01-06-2017,30-05-2020,31-05-2020,Mobile,11.57,100,Diane Givens,529 Wesley Avenue,,Nashville,TN,37207,075-78-0354,N,44,107,Y,3,L,Rent,MI,29906017,YTET50639634222457,College,A,Minor Loss,None,0,0,FL,Panama City,13,AGENT00771,
03-06-2020 0.00,TXN00000085,A00002691,PLC00000988,25-11-2016,14-05-2020,19-05-2020,Motor,109.33,6000,Jimmie Herbert,1109 East Glenn Lane,,Fayetteville,AR,72703,179-57-6712,Y,50,69,Y,6,L,Rent,HI,55087874,TSKD01439997678225,Bachelor,A,Total Loss,None,1,1,FL,Youngstown,0,AGENT00304,VNDR00077
03-06-2020 0.00,TXN00000086,A00007463,PLC00005994,13-07-2014,28-05-2020,30-05-2020,Motor,126.63,1000,James Miles,2505 Walker Lane,,Nashville,TN,37207,011-48-0223,Y,34,35,Y,4,L,Mortgage,HI,19193047,FLAM36431792451626,Bachelor,A,Major Loss,Police,0,1,CO,Arvada,9,AGENT00167,VNDR00541
03-06-2020 0.00,TXN00000087,A00007262,PLC00009746,29-08-2011,30-05-2020,31-05-2020,Life,77.65,78000,Monica Threlkeld,1518 Jenks Avenue,,Panama City,FL,32405,742-23-3926,Y,25,75,Y,5,M,Mortgage,MI,30487525,DDMD49207586809542,High School,A,Major Loss,Ambulance,1,0,CA,Hesperia,16,AGENT00792,VNDR00588
03-06-2020 0.00,TXN00000088,A00009910,PLC00005185,31-01-2011,21-05-2020,26-05-2020,Motor,82,10000,Tasha Bolds,7095 Gladiola Street,,Arvada,CO,80004,756-36-8621,Y,61,21,Y,5,L,Own,MI,60112527,TKHQ65303425843472,College,A,Minor Loss,None,0,1,FL,Lynn Haven,4,AGENT00001,VNDR00394
03-06-2020 0.00,TXN00000089,A00005802,PLC00001608,25-04-2017,31-05-2020,31-05-2020,Health,102.63,9000,Joseph Walt,4329 Howe Street,,Oakland,CA,94611,870-21-9085,N,63,96,Y,3,L,Own,LI,60298742,RHPR40702585454712,Bachelor,A,Major Loss,None,0,1,MA,Lowell,4,AGENT00955,
03-06-2020 0.00,TXN00000090,A00006267,PLC00000932,07-08-2017,27-05-2020,29-05-2020,Health,199.63,16000,Kate Tito,6228 West Larkspur Drive,,Glendale,AZ,85304,290-88-1317,N,26,47,Y,3,L,Mortgage,MI,55301220,WIXZ74111109339982,High School,A,Major Loss,Police,1,1,FL,Panama City,9,AGENT00428,
04-06-2020 0.00,TXN00000091,A00002978,PLC00006683,10-04-2017,20-05-2020,25-05-2020,Travel,62.02,1000,Mary Todd,32 Prospect Street,#32,Manchester,CT,6040,566-79-4331,N,45,85,Y,4,L,Mortgage,MI,54970018,SUUV71152153360182,MD,A,Minor Loss,Ambulance,0,1,OK,Oklahoma City,22,AGENT01136,VNDR00086
04-06-2020 0.00,TXN00000092,A00009572,PLC00006462,16-01-2019,15-05-2020,20-05-2020,Health,153.52,19000,Vivian Kiesel,120 North Hurstbourne Parkway,#622,Louisville,KY,40222,300-10-2252,Y,28,108,Y,6,L,Rent,MI,74447301,TYFC08826193597098,High School,A,Minor Loss,Other,1,0,TN,Nashville,9,AGENT00573,VNDR00532
04-06-2020 0.00,TXN00000093,A00007477,PLC00008821,05-06-2015,23-05-2020,28-05-2020,Health,116.27,7000,Anthony Carpenter,178 Old Homestead Road,,Danville,VT,5873,653-32-2994,Y,60,119,Y,3,H,Own,HI,96851302,XWLE56259722141004,High School,A,Major Loss,Ambulance,1,1,CA,Oakland,7,AGENT00474,VNDR00251
04-06-2020 0.00,TXN00000094,A00009513,PLC00001274,29-05-2016,30-05-2020,31-05-2020,Travel,72.52,1000,Catherine Wells,4132 Northwest 57th Street,,Oklahoma City,OK,73112,649-10-1315,Y,47,94,Y,6,L,Mortgage,HI,71213981,GTDR12445399698090,High School,A,Total Loss,Police,1,1,OK,Moore,10,AGENT00908,
04-06-2020 0.00,TXN00000095,A00009706,PLC00004892,12-08-2017,31-05-2020,01-06-2020,Life,83.23,95000,Mariana Waller,2269 Eastern Boulevard,,Montgomery,AL,36117,364-41-2374,Y,55,71,Y,6,M,Own,HI,120761025,MLUP31594025904269,Masters,A,Major Loss,None,0,1,MD,Davidsonville,6,AGENT00254,VNDR00508
04-06-2020 0.00,TXN00000096,A00006240,PLC00007252,01-07-2014,26-05-2020,29-05-2020,Motor,116.8,9000,Brent Fly,1710 Massachusetts Avenue Southeast,,Washington,DC,20003,625-60-3268,N,55,64,Y,5,L,Rent,HI,17340229,AFOX71534860996404,MD,A,Total Loss,Ambulance,0,1,AK,Anchorage,13,AGENT00482,
04-06-2020 0.00,TXN00000097,A00000327,PLC00000801,31-07-2014,31-05-2020,01-06-2020,Life,82.05,15000,Christopher Lee,4822 Piney Branch Road Northwest,,Washington,DC,20011,043-38-2996,Y,35,75,Y,2,M,Mortgage,LI,67735004,LYEE25143836827709,Bachelor,A,Total Loss,None,0,0,DC,Washington,8,AGENT00397,
04-06-2020 0.00,TXN00000098,A00000762,PLC00000840,26-02-2017,25-05-2020,28-05-2020,Life,75.6,41000,Donna Delosh,4463 Cato Road,,Nashville,TN,37218,208-35-1567,Y,45,80,Y,4,M,Own,MI,33778930,GQAB53778167069080,Bachelor,A,Total Loss,Police,1,0,FL,Panama City,7,AGENT00786,
04-06-2020 0.00,TXN00000099,A00008559,PLC00009832,27-10-2015,26-05-2020,29-05-2020,Mobile,9.14,300,Alice Murphy,6201 West Olive Avenue,#3172,Glendale,AZ,85302,728-95-2336,N,49,44,Y,3,M,Rent,MI,44685711,BSSO23961141566088,High School,A,Minor Loss,Ambulance,1,1,GA,Savannah,10,AGENT00943,VNDR00597
04-06-2020 0.00,TXN00000100,A00007283,PLC00001227,25-09-2014,30-05-2020,31-05-2020,Mobile,11.34,200,Chester Castleberry,5630 Silverado Way,#STE A8,Anchorage,AK,99518,808-58-3958,Y,60,77,Y,5,H,Rent,LI,42321365,UVBS97445040414690,High School,A,Major Loss,Ambulance,1,0,CA,Cupertino,13,AGENT00011,
04-06-2020 0.00,TXN00000101,A00007243,PLC00001199,15-01-2016,16-05-2020,21-05-2020,Property,89.76,31000,Mary Cloud,713 East 32nd Street,,Savannah,GA,31401,740-54-8067,N,37,42,Y,6,M,Mortgage,HI,49442975,THRA06877884023974,High School,A,Major Loss,Ambulance,1,1,AZ,Glendale,10,AGENT00007,VNDR00057
04-06-2020 0.00,TXN00000102,A00007330,PLC00009936,07-03-2019,15-05-2020,20-05-2020,Motor,136.47,1000,Bernice Santomauro,410 West 89th Avenue,,Anchorage,AK,99515,459-94-0130,Y,50,114,N,3,L,Mortgage,MI,34660791,DRQM30517663632740,Bachelor,A,Total Loss,Ambulance,0,1,AZ,Glendale,23,AGENT00691,
04-06-2020 0.00,TXN00000103,A00009946,PLC00002086,20-10-2016,16-05-2020,21-05-2020,Motor,127.87,7000,William Wilson,7758 Betty Louise Drive,,Panama City,FL,32404,686-63-6813,N,39,72,N,5,M,Own,MI,44270838,SDXY13641574986741,MD,A,Total Loss,None,1,1,AL,Montgomery,8,AGENT00198,VNDR00344
04-06-2020 0.00,TXN00000104,A00005849,PLC00009821,25-12-2012,02-06-2020,02-06-2020,Travel,60.87,3000,Kara Williams,1010 10th Street Northeast,,Washington,DC,20002,103-81-9181,Y,42,64,Y,2,L,Rent,MI,44799526,CHPZ96402007963980,High School,A,Minor Loss,Police,1,0,DC,Washington,7,AGENT00869,
04-06-2020 0.00,TXN00000105,A00008151,PLC00008510,21-06-2012,21-05-2020,26-05-2020,Life,92.65,19000,Kenneth Hill,97 Lincoln Street,,Fitchburg,MA,1420,464-79-0337,N,61,117,Y,5,H,Mortgage,LI,116835761,GIZJ02671068635332,Bachelor,A,Major Loss,Police,0,0,VT,Saint Albans City,1,AGENT01177,
04-06-2020 0.00,TXN00000106,A00004744,PLC00004764,14-05-2018,01-06-2020,01-06-2020,Life,96.95,50000,Nathaniel Graham,721 Bay Ridge Avenue,,Annapolis,MD,21403,502-53-3503,N,47,19,Y,4,L,Mortgage,MI,38448948,TIUN70847460970347,Bachelor,A,Major Loss,Ambulance,1,1,CA,Suisun City,5,AGENT01119,
04-06-2020 0.00,TXN00000107,A00007865,PLC00005716,17-11-2011,25-05-2020,28-05-2020,Life,69.59,84000,Gary Patten,8513 Pipit Court,,Montgomery,AL,36117,673-18-5241,Y,47,94,Y,2,M,Rent,LI,18081082,AZIG27430896017363,Masters,A,Minor Loss,Other,0,0,CA,Hayward,12,AGENT00603,VNDR00474
04-06-2020 0.00,TXN00000108,A00007480,PLC00004335,13-02-2011,30-05-2020,31-05-2020,Property,94.33,20000,Martin Tommolino,2130 Loren Circle,,Fayetteville,AR,72701,325-51-7713,Y,40,85,N,7,L,Mortgage,LI,118892951,ZBGE59822922752152,High School,A,Major Loss,Ambulance,1,0,AL,Montgomery,11,AGENT00265,VNDR00360
04-06-2020 0.00,TXN00000109,A00001988,PLC00009445,29-12-2012,19-05-2020,24-05-2020,Life,71.65,78000,Michelle Thomas,1426 C Street Southeast,,Washington,DC,20003,194-45-6875,Y,64,42,Y,2,M,Rent,LI,126641864,KHJQ47024208328419,NA,A,Total Loss,Police,0,1,TN,Nashville,14,AGENT01042,VNDR00046
04-06-2020 0.00,TXN00000110,A00005653,PLC00009597,30-11-2014,20-05-2020,25-05-2020,Travel,96.33,2000,Fannie Williams,954 Dowler Drive,,Eureka,CA,95501,572-47-3887,Y,51,54,Y,5,M,Rent,LI,102879003,FVDZ13475975375755,Bachelor,A,Minor Loss,Ambulance,1,1,CT,Manchester,21,AGENT00491,VNDR00233
04-06-2020 0.00,TXN00000111,A00007305,PLC00000246,06-04-2011,19-05-2020,24-05-2020,Mobile,9.58,600,Sean Billotte,1939 Greenwood Street,,Savannah,GA,31404,786-78-7210,N,60,84,Y,2,M,Rent,HI,48061878,QAXP11184157169973,Masters,A,Major Loss,Other,0,0,DC,Washington,5,AGENT01181,VNDR00170
04-06-2020 0.00,TXN00000112,A00001480,PLC00005653,16-06-2019,20-05-2020,25-05-2020,Motor,134.55,6000,Ida Nam,130 Carolina Cherry Circle,,Pooler,GA,31322,456-75-3361,Y,57,51,Y,5,L,Mortgage,HI,87170610,GLEC40810031443204,High School,A,Major Loss,Ambulance,1,1,AK,Anchorage,0,AGENT00028,VNDR00423
04-06-2020 0.00,TXN00000113,A00004702,PLC00008292,25-04-2017,16-05-2020,21-05-2020,Motor,107.72,3000,Sarah Toms,23 Columbia Drive,,Manchester,CT,6042,020-74-8449,N,62,27,N,4,L,Own,HI,78061437,RXQG14833089665129,Masters,A,Total Loss,Police,0,1,OK,Midwest City,12,AGENT00383,
04-06-2020 0.00,TXN00000114,A00001148,PLC00001545,19-06-2018,15-05-2020,20-05-2020,Health,189.17,10000,Jorge Anderson,4331 Foeburn Lane,,Louisville,KY,40207,692-56-5856,Y,47,11,Y,2,L,Rent,HI,65804995,GQSO10717982606748,High School,D,Total Loss,Police,0,0,CO,Arvada,17,AGENT00438,
04-06-2020 0.00,TXN00000115,A00002262,PLC00009583,17-11-2013,22-05-2020,27-05-2020,Travel,61.14,3000,Jorge Silva,122 40th Avenue North,,Nashville,TN,37209,117-48-1831,N,32,63,Y,2,M,Rent,LI,123024361,DEOS96005601566680,Bachelor,A,Major Loss,Ambulance,0,0,CT,Manchester,8,AGENT00969,
04-06-2020 0.00,TXN00000116,A00003291,PLC00002578,17-11-2012,21-05-2020,26-05-2020,Mobile,8.41,100,Andrea Silver,65 Arcellia Drive,,Manchester,CT,6042,138-64-7282,Y,33,72,Y,7,L,Mortgage,MI,30209790,PYEO78803173632706,Masters,A,Major Loss,Ambulance,1,1,VT,Colchester,20,AGENT00694,VNDR00375
04-06-2020 0.00,TXN00000117,A00008706,PLC00009641,23-12-2019,26-05-2020,29-05-2020,Life,82.01,100000,Jacinta Suiter,1352 Purdue Street,,San Leandro,CA,94579,391-13-1057,Y,49,56,Y,2,M,Own,LI,116460767,HBYS96678614544912,Bachelor,A,Total Loss,Ambulance,0,0,AR,Fayetteville,23,AGENT01193,VNDR00117
04-06-2020 0.00,TXN00000118,A00004966,PLC00009191,09-12-2015,21-05-2020,26-05-2020,Property,116.87,21000,Mary Hartman,8 Richardson Road,,Barre,VT,5641,234-25-8811,Y,57,60,Y,7,L,Own,HI,111206201,MNNA09606235497191,College,A,Major Loss,Police,1,0,CT,Manchester,5,AGENT00353,
04-06-2020 0.00,TXN00000119,A00001137,PLC00002557,19-10-2014,31-05-2020,01-06-2020,Mobile,6.19,700,Nan Mottet,129 Grant Street,,Redlands,CA,92373,443-40-1985,Y,26,43,Y,7,L,Mortgage,MI,63272422,QKOY06063233104725,High School,A,Minor Loss,Ambulance,1,1,MD,Glen Burnie,7,AGENT00382,
04-06-2020 0.00,TXN00000120,A00000013,PLC00009110,30-09-2015,29-05-2020,31-05-2020,Travel,95.96,4000,Vivian Wallace,6021 Yarrow Street,#A1,Arvada,CO,80004,615-16-4875,Y,45,32,Y,5,L,Mortgage,LI,21230066,ZXDH04900415473436,NA,A,Minor Loss,Other,0,0,GA,Pooler,18,AGENT00391,VNDR00313
04-06-2020 0.00,TXN00000121,A00000875,PLC00000808,20-03-2014,22-05-2020,27-05-2020,Life,56.22,97000,Jonathan Hurley,1311 Northwest 98th Street,,Oklahoma City,OK,73114,464-61-7377,Y,37,51,Y,5,M,Rent,LI,110556017,IRUI67364387423588,MD,D,Major Loss,Police,0,1,FL,Panama City,12,AGENT00861,VNDR00256
04-06-2020 0.00,TXN00000122,A00001718,PLC00002342,22-05-2016,19-05-2020,24-05-2020,Mobile,10.22,700,Victoria Learn,1613 Ensenada Way,,Aurora,CO,80011,539-12-9909,N,42,107,Y,2,M,Mortgage,HI,20294773,NGPL24180530648574,High School,A,Major Loss,Police,1,0,CA,Sacramento,14,AGENT00476,
05-06-2020 0.00,TXN00000123,A00002165,PLC00002564,05-05-2018,31-05-2020,01-06-2020,Property,139.5,15000,Michael Macklin,36528 Short Circle,,Kenai,AK,99611,235-38-2304,N,54,40,Y,3,M,Mortgage,MI,123580407,KITZ39837087196848,PhD,D,Minor Loss,Ambulance,1,1,CO,Arvada,18,AGENT01038,
05-06-2020 0.00,TXN00000124,A00003051,PLC00004192,13-08-2017,24-05-2020,29-05-2020,Travel,59.16,4000,Joe Capps,760 11th Street Southeast,,Washington,DC,20003,534-08-7598,Y,29,36,Y,4,M,Mortgage,MI,60977474,ARNK06100271196732,High School,A,Major Loss,Police,0,1,GA,Savannah,13,AGENT00280,VNDR00293
05-06-2020 0.00,TXN00000125,A00009892,PLC00003171,14-07-2011,03-06-2020,03-06-2020,Life,74.25,86000,Francine Scott,42 Adams Road,#45,Greenfield,MA,1301,169-22-9491,Y,25,54,Y,6,L,Own,LI,84846361,ZJEG34634342087902,High School,A,Minor Loss,None,1,1,CA,Berkeley,17,AGENT00280,VNDR00591
05-06-2020 0.00,TXN00000126,A00004106,PLC00000497,10-08-2016,18-05-2020,23-05-2020,Life,51.12,36000,Brian Morison,1026 Orchard Avenue,,Louisville,KY,40213,154-16-8898,N,56,46,Y,7,H,Mortgage,HI,47705465,OCQO79652626349279,Bachelor,A,Total Loss,None,1,0,OK,Midwest City,5,AGENT01006,VNDR00519
05-06-2020 0.00,TXN00000127,A00005034,PLC00005273,26-03-2013,20-05-2020,25-05-2020,Life,52.71,43000,Steve Painter,5600 Carmichael Road,,Montgomery,AL,36117,380-14-1874,Y,57,35,Y,3,M,Rent,LI,64078719,TMAM84115416566434,Bachelor,A,Total Loss,Police,1,1,AK,Anchorage,5,AGENT01114,VNDR00280
05-06-2020 0.00,TXN00000128,A00008198,PLC00000862,13-11-2016,26-05-2020,29-05-2020,Motor,111.08,5000,John Tefft,5815 West Del Lago Circle,,Glendale,AZ,85308,420-43-9469,Y,41,119,Y,6,L,Mortgage,LI,63139976,OBTX71197753063706,Bachelor,A,Minor Loss,Other,0,0,GA,Savannah,23,AGENT00050,VNDR00183
05-06-2020 0.00,TXN00000129,A00000548,PLC00001327,19-01-2013,16-05-2020,21-05-2020,Property,120.86,39000,Laura Nelson,10802 Brickside Court,,Riverview,FL,33579,195-53-6467,Y,64,97,Y,6,L,Own,HI,66343578,YMFT69349707249162,College,A,Minor Loss,None,1,1,AK,Anchorage,10,AGENT00226,VNDR00599
05-06-2020 0.00,TXN00000130,A00006478,PLC00006625,28-04-2015,18-05-2020,23-05-2020,Life,53.86,92000,Daniel Keiss,1215 Joseph Avenue,,Nashville,TN,37207,594-71-2501,Y,35,50,Y,6,L,Own,MI,79685139,JYLL56825041085422,Bachelor,A,Major Loss,Police,0,1,TN,Nashville,18,AGENT00460,VNDR00517
05-06-2020 0.00,TXN00000131,A00000815,PLC00001203,19-12-2013,17-05-2020,22-05-2020,Mobile,10.39,300,Everett Smudrick,5837 West Evans Drive,,Glendale,AZ,85306,268-53-6187,Y,31,106,Y,4,H,Rent,HI,74744091,TMWH37786366866270,Bachelor,A,Total Loss,None,0,1,CT,Manchester,18,AGENT01109,
05-06-2020 0.00,TXN00000132,A00004559,PLC00002010,12-08-2011,18-05-2020,23-05-2020,Motor,91.56,5000,Jane Bell,7090 West 64th Avenue,,Arvada,CO,80003,802-40-4317,Y,30,41,Y,7,L,Rent,MI,27894736,RBUR21356434887672,PhD,A,Minor Loss,None,1,1,FL,Panama City,9,AGENT00271,
05-06-2020 0.00,TXN00000133,A00002441,PLC00008019,11-02-2019,23-05-2020,28-05-2020,Property,140.85,13000,Orpha Mcclellan,3100 Gentilly Court,,Montgomery,AL,36116,473-75-4785,Y,41,52,Y,5,L,Own,LI,59430168,NQHW94016916222060,Bachelor,A,Total Loss,Ambulance,1,1,CO,Aspen,8,AGENT01085,VNDR00348
05-06-2020 0.00,TXN00000134,A00005228,PLC00006756,12-08-2010,03-06-2020,03-06-2020,Travel,64.31,4000,Ida Holder,2347 Glen Eagle Drive,,Northfield,KY,40222,120-96-1655,Y,28,16,Y,7,M,Rent,LI,81546813,SREW77356838733541,Masters,A,Major Loss,Other,1,1,AL,Montevallo,8,AGENT01013,
05-06-2020 0.00,TXN00000135,A00008944,PLC00006934,25-03-2011,26-05-2020,29-05-2020,Travel,68.83,5000,Charles Turman,831 West Center Street,#224,Fayetteville,AR,72701,385-97-7281,N,28,12,Y,3,M,Own,LI,65387687,JAPG02980919708522,Bachelor,A,Total Loss,Ambulance,0,1,VT,Colchester,22,AGENT00879,
05-06-2020 0.00,TXN00000136,A00005880,PLC00003036,08-09-2019,24-05-2020,29-05-2020,Travel,59.33,3000,Tony Crawley,3808 South Smiley Circle,,Montgomery,AL,36108,687-65-4878,N,62,51,Y,5,H,Rent,HI,38577518,MKGC74913664568832,High School,A,Total Loss,Ambulance,0,1,FL,Panama City Beach,12,AGENT00088,VNDR00496
05-06-2020 0.00,TXN00000137,A00002413,PLC00000244,07-08-2013,31-05-2020,01-06-2020,Motor,129.58,4000,William Baez,606 National Street,#306,Fayetteville,AR,72701,820-95-0117,Y,39,93,Y,2,L,Mortgage,MI,123569402,EXJL55479234756348,High School,A,Minor Loss,Police,1,1,VT,Thetford,5,AGENT01100,VNDR00423
05-06-2020 0.00,TXN00000138,A00001701,PLC00008394,12-05-2011,30-05-2020,01-06-2020,Mobile,11.46,100,David Toney,81 Buck Hill Road,,Guilford,VT,5301,851-83-6355,Y,26,55,N,5,H,Own,LI,128043101,HPLB81645261988120,Bachelor,A,Minor Loss,Other,0,1,AR,Fayetteville,23,AGENT00341,VNDR00548
05-06-2020 0.00,TXN00000139,A00000834,PLC00006142,01-12-2019,31-05-2020,01-06-2020,Mobile,6.75,200,Sophia Meier,91 Rushforde Drive,,Manchester,CT,6040,714-01-2402,Y,54,14,Y,5,L,Rent,MI,87108983,PZKP24105465471304,High School,A,Minor Loss,None,1,1,DC,Washington,4,AGENT01049,
05-06-2020 0.00,TXN00000140,A00002597,PLC00000553,05-07-2018,31-05-2020,01-06-2020,Health,121.26,3000,Rodney Miller,2068 Happy Lane,,Crofton,MD,21114,173-81-9522,Y,39,96,Y,5,M,Rent,MI,73287164,JTWJ38538262900895,High School,A,Total Loss,Ambulance,1,1,MA,Fall River,7,AGENT00639,VNDR00375
05-06-2020 0.00,TXN00000141,A00007505,PLC00005897,10-12-2019,16-05-2020,21-05-2020,Health,188.54,17000,Gary Frey,25721 Berryhill Road,,Anchorage,AK,99577,361-41-6956,N,31,67,Y,2,L,Mortgage,LI,59549965,KBNU55375330544312,Bachelor,A,Minor Loss,Police,1,0,GA,Savannah,10,AGENT00929,VNDR00583
05-06-2020 0.00,TXN00000142,A00004164,PLC00001559,30-04-2012,31-05-2020,01-06-2020,Property,105.82,31000,Julius Cooks,4 Chamois Court,,Pooler,GA,31322,735-43-6166,Y,60,63,Y,3,M,Mortgage,HI,90402647,JBPO71795085222066,College,A,Major Loss,None,1,1,KY,Louisville,2,AGENT01177,VNDR00600
05-06-2020 0.00,TXN00000143,A00005342,PLC00007717,20-02-2015,19-05-2020,24-05-2020,Mobile,7.6,100,Judy Solian,5073 West 65th Place,,Arvada,CO,80003,063-55-8460,Y,44,22,Y,3,M,Mortgage,MI,43387366,VGCP63967603909568,NA,A,Minor Loss,Ambulance,0,1,DC,Washington,18,AGENT00394,VNDR00075
05-06-2020 0.00,TXN00000144,A00009809,PLC00005190,09-06-2017,29-05-2020,31-05-2020,Mobile,6.08,200,Alice Weigel,615 Sand Road,,Severn,MD,21144,067-92-9761,N,55,88,Y,5,L,Own,HI,53549835,ICYT27031266423484,High School,A,Major Loss,None,1,0,MD,Glen Burnie,10,AGENT00976,VNDR00313
06-06-2020 0.00,TXN00000145,A00002956,PLC00006235,06-06-2016,02-06-2020,03-06-2020,Property,147.74,11000,Laverne Gross,115 Colemont Court,,Nashville,TN,37013,501-74-4335,Y,42,68,Y,6,L,Mortgage,MI,100983441,NTPX30771600441586,High School,A,Minor Loss,Police,0,1,GA,Pooler,0,AGENT00518,VNDR00200
06-06-2020 0.00,TXN00000146,A00004012,PLC00009625,30-09-2019,27-05-2020,30-05-2020,Mobile,6.91,100,Albert Dixon,97 Lincoln Street,,Fitchburg,MA,1420,350-48-8969,Y,62,101,Y,3,M,Own,MI,32504477,MPOB23760686192513,Bachelor,A,Minor Loss,None,1,0,TN,Nolensville,16,AGENT01066,
06-06-2020 0.00,TXN00000147,A00000949,PLC00006503,14-09-2017,19-05-2020,24-05-2020,Life,70.03,39000,Jeffrey James,1649 Timberridge Court,,Fayetteville,AR,72704,284-82-1028,Y,64,28,Y,7,M,Mortgage,MI,81459188,KNTB84356313260087,High School,A,Total Loss,Police,1,0,TN,Nashville,6,AGENT00648,VNDR00137
06-06-2020 0.00,TXN00000148,A00001650,PLC00005199,15-08-2013,23-05-2020,28-05-2020,Property,129.39,29000,Kathlene Mcnamara,369 Ruth Avenue,,Mountain View,CA,94043,414-47-5092,N,43,86,Y,5,L,Own,LI,67021747,VSYT11222769137403,Bachelor,A,Minor Loss,Other,1,1,KY,Northfield,21,AGENT00137,VNDR00042
06-06-2020 0.00,TXN00000149,A00005704,PLC00006988,24-11-2014,23-05-2020,28-05-2020,Travel,56.73,5000,Von Wolfe,233 Buckland Hills Drive,,Manchester,CT,6042,890-58-6302,N,34,59,Y,4,M,Own,LI,109994376,HDYJ85056808239801,College,A,Total Loss,Ambulance,1,0,KY,Louisville,11,AGENT00092,
